rank,topic_id,label,document_count,horizon,signal_class,emergence_score,novelty,growth,coherence,impact,uncertainty,burst_weight,burst_slices,cagr,maturity,avg_proportion,strategic_fit,best_objective,critical_tech,asset_leverage,best_asset,opportunity_index,index_suppressed,composite_rank_score,first_slice,last_slice,fit_quadrant
24,T0000,intellectual property / property right / enforcement intellectual / cultural,127,H1,strong,0.703125,0.671297276985203,0.14075625614738427,0.4462832974660501,0.6372822454002154,0.7721081697275229,8.262532710168728,2022,-0.13418579623366245,0.9090909090909091,0.05830518590053573,0.05502064527550309,SI-2 Regulatory reform supporting the productivity agenda,,0.0421199276480746,AS-RAPID IP RAPID / IP Rights Overview dashboard,0.5747470588235294,False,0.5239583333333333,2018,2026,watch
25,T0018,marine / park / australian / specy,34,H2,strong,0.6458333333333333,0.569530225204678,0.43091721178901043,0.4818705703415555,0.5,0.45408917364985263,14.444694908098924,2026,0.4798441482449569,0.5,0.01638176638176638,0.06623533622746278,4.2 Innovative digital and data-driven customer and staff services,,0.04175533511646017,AS-PATANALYTICS Patent Analytics Hub and Office of the Chief Economist,0.45037647058823527,False,0.5187499999999999,2026,2026,watch
26,T0017,chatgpt / generative / ai / education,46,H1,strong,0.5270833333333333,0.31755565928702256,0.1734068972152745,0.2922022221295761,0.5955282721333635,0.9987178857668259,9.52007545898715,2023;2024,-1.0,1.0,0.013639752308792429,0.11079799286612857,4.2 Innovative digital and data-driven customer and staff services,,0.032689995848136394,AS-IPFR IP First Response,0.4883294117647059,False,0.4781250000000001,2023,2024,"on-strategy, no right-to-play"
27,T0035,elevation / elvis / river / resolution,14,H2,strong,0.6989583333333333,0.7717228112332162,0.2877707156696282,0.7935943033337092,0.5,0.2958363892911637,4.682620364802027,2025;2026,0.364261601821366,0.5,0.008327854481700635,0.0646817356813894,4.2 Innovative digital and data-driven customer and staff services,,0.02663960323817254,AS-OCTAVIUS Octavius — rule extraction and code generation,,True,0.4677083333333334,2025,2026,watch
28,T0027,trust / covid-19 / public / antibiotic,19,H1,weak,0.41666666666666663,0.4082574606323486,0.0,0.35858591619843755,0.6019824321742981,0.86677935642895,0.0,,0.0,1.0,0.0056628024373432005,0.11281049222072773,1.1 Trust and confidence in a high-quality IP rights system,,0.03761324384911265,AS-TRIPWIRE Tripwire — autonomous source-monitoring pipeline,0.40379411764705886,False,0.44062500000000004,2018,2025,"on-strategy, no right-to-play"
29,T0011,population / africa / kilometre / km,37,H2,strong,0.665625,0.5154886681222091,0.16586193769270952,0.4128206245642661,0.6415862039887,0.6997722217733069,16.453785390917503,2020,-1.0,0.5,0.0102880658436214,0.03613334869504572,"1.3 Reputation, influence and contribution to the IP ecosystem",,0.04327383194407197,AS-TRIPWIRE Tripwire — autonomous source-monitoring pipeline,0.2934941176470588,False,0.440625,2020,2020,watch
30,T0031,indigenous / knowledge / sovereignty / people,37,H1,weak,0.25416666666666665,0.36840074847658344,0.0,0.2585771801939282,0.45658871306539695,0.952555824014891,0.0,,-1.0,0.9090909090909091,0.005474203639222643,0.07712171862539265,SI-5 First Nations Strategy,,0.10759245685345582,AS-FIRSTNATIONS First Nations Strategy partnerships,0.612735294117647,False,0.42604166666666665,2018,2024,act
31,T0036,sensing / isac / remote / satellite,16,H1,weak,0.45625000000000004,0.3439491844011032,0.0,0.3718691520027784,0.6652525906735751,0.9455037648028464,0.0,,-1.0,1.0,0.005326507403537833,0.054828557814841965,4.1 Innovation and adaptiveness in stewardship of the IP rights system,,0.04825084343247927,AS-IPFR IP First Response,0.28187058823529415,False,0.40520833333333334,2018,2023,capability looking for a problem
32,T0008,additive manufacturing / material / metal / bone,60,H1,strong,0.371875,0.37306896966023717,0.0,0.30129045922580894,0.5501813471502591,0.9926411950870626,0.0,,-1.0,1.0,0.013598822483801266,0.13324035256398697,"SI-4 SME education and outreach, including the IP First Response pilot",CT-AMM Advanced manufacturing and materials,0.029684821046856543,AS-DATAPIPE Zero-budget analytical pipeline pattern,0.5416588235294117,False,0.39375,2018,2024,"on-strategy, no right-to-play"
33,T0047,intellectual capital / sme / enterprise / innovation,19,H1,weak,0.3541666666666667,0.5306997421458365,0.0,0.3066093890206936,0.3902099809108263,0.9834382716267868,0.0,,-1.0,1.0,0.0038049187257316436,0.13365882847930835,4.1 Innovation and adaptiveness in stewardship of the IP rights system,,0.03315574812294316,AS-PATANALYTICS Patent Analytics Hub and Office of the Chief Economist,0.5018470588235294,False,0.38645833333333335,2019,2023,"on-strategy, no right-to-play"
34,T0007,gi / geographical / indication / trade,54,H1,strong,0.2635416666666667,0.2831056095765425,0.0,0.3241785602930739,0.44515009500783026,0.9784413056441263,0.0,,-0.11538579593325338,1.0,0.017273497952671905,0.2954204670478478,SI-1 Geographical indications registration under the A-EU FTA,,0.027212453187464788,AS-RAPID IP RAPID / IP Rights Overview dashboard,0.5545294117647058,False,0.3833333333333333,2018,2026,"on-strategy, no right-to-play"
35,T0044,quantum / readout / spin / sensing,15,H1,weak,0.4552083333333333,0.4868263870780919,0.0,0.3546519582983218,0.6129879101899827,0.8987993050019203,0.0,,-1.0,0.9090909090909091,0.003061225598922532,0.06615186147446359,SI-5 First Nations Strategy,,0.03728828201862112,AS-PATANALYTICS Patent Analytics Hub and Office of the Chief Economist,0.3131058823529412,False,0.3770833333333333,2018,2023,watch
36,T0040,synthetic biology / consortia / microbial / artificial flower,17,H1,weak,0.5791666666666666,0.7602276585439944,0.0,0.38263237819063484,0.5784419916875918,0.9677986791132442,0.0,,-1.0,1.0,0.00396534317915019,0.04994248252899697,4.1 Innovation and adaptiveness in stewardship of the IP rights system,,0.03717814351948805,AS-TRIPWIRE Tripwire — autonomous source-monitoring pipeline,0.3106470588235294,False,0.35833333333333334,2018,2023,watch
37,T0016,agreement / trade / intellectual property / pharmaceutical,40,H1,strong,0.29583333333333334,0.22610009431971334,0.0,0.3174993502968815,0.549698475503787,0.9808033096737707,0.0,,-0.11538579593325338,1.0,0.010110892557244767,0.11870435298962417,2.1 Access to and benefits from IP rights ownership,,0.03730425970261014,AS-RAPID IP RAPID / IP Rights Overview dashboard,0.6421588235294118,False,0.3427083333333333,2018,2026,"on-strategy, no right-to-play"
38,T0026,trademark / infringement / brand / e-commerce,40,H2,strong,0.3072916666666667,0.36601606301443623,0.029652105027515557,0.2621610952886365,0.3381865284974094,0.9506820574477398,0.0,,0.05198950550864412,0.5555555555555554,0.008279614993592942,0.06681571693703033,2.2 Customer experience excellence in IP rights services,,0.05107189642335108,AS-CONVENING Convening power and international IP standing,0.6127588235294118,False,0.3416666666666667,2019,2025,capability looking for a problem
39,T0043,quantum / internet / network / repeater,13,H1,weak,0.5864583333333333,0.5778680245050568,0.0,0.3696139681741547,0.6881227580709447,0.9627369583360816,0.0,,-1.0,1.0,0.002973945000526749,0.040432938015528885,4.1 Innovation and adaptiveness in stewardship of the IP rights system,,0.03490765593491372,AS-WISEAU Wiseau — document parsing and extraction,,True,0.33437500000000003,2018,2023,watch
40,T0028,ipr / intellectual property / property right / creative,20,H1,weak,0.2729166666666667,0.347156762475318,0.0,0.34728531370258464,0.36537368748635957,0.954473039254826,0.0,,-1.0,0.9090909090909091,0.0063243117962911155,0.08081830171049117,2.1 Access to and benefits from IP rights ownership,,0.0384904964386234,AS-RAPID IP RAPID / IP Rights Overview dashboard,0.511635294117647,False,0.30104166666666665,2018,2024,"on-strategy, no right-to-play"
41,T0039,edge / computing / mobile / device,17,H1,weak,0.4177083333333333,0.37160258652363076,0.0,0.3798488163484133,0.5645839683023468,0.9351145489762342,0.0,,-1.0,1.0,0.005263070514919695,0.03855426558611298,1.2 Awareness of the IP system,,0.04413329061775688,AS-EXAMINATION Examination workforce and AI/ADM trials,0.3768411764705883,False,0.2916666666666667,2018,2024,watch
42,T0021,post-quantum / cryptography / security / algorithm,28,H1,strong,0.3354166666666667,0.33864389505585046,0.0,0.36516569193875154,0.5110843819393043,0.9456725850646461,0.0,,-0.1591035847462855,1.0,0.009497969680548444,0.07256890770239806,4.2 Innovative digital and data-driven customer and staff services,,0.03447864916790811,AS-PATANALYTICS Patent Analytics Hub and Office of the Chief Economist,0.34312941176470585,False,0.28020833333333334,2018,2025,watch
43,T0022,ip / law / intellectual property / fashion,52,H1,weak,0.21770833333333334,0.30633933948932657,0.0,0.23534032019307544,0.5018882102434357,0.8236537874779715,0.0,,-0.20066083278355962,1.0,0.0075379970560816205,0.05522870470911016,4.1 Innovation and adaptiveness in stewardship of the IP rights system,,0.06470641256179854,AS-CONVENING Convening power and international IP standing,0.7064882352941175,False,0.26979166666666665,2018,2025,capability looking for a problem
44,T0029,blockchain / smart contract / technology / music,25,H1,weak,0.3322916666666667,0.3690739646082132,0.0,0.30643137654481767,0.5595854922279793,0.9167052143590588,0.0,,-0.20066083278355962,1.0,0.005558693684528078,0.04917333477733535,4.2 Innovative digital and data-driven customer and staff services,,0.045454034259161,AS-IPFR IP First Response,0.45772352941176475,False,0.25416666666666665,2018,2025,capability looking for a problem
45,T0037,quantum / circuit / computing / processor,46,H1,weak,0.32916666666666666,0.43304457875327307,0.0,0.30497682244597263,0.5534467222347376,0.8007160677101579,0.0,,-1.0,1.0,0.004287357946554006,0.052533989098089574,SI-5 First Nations Strategy,,0.04295456742699527,AS-TMCHECKER TM Checker,0.5177588235294117,False,0.22916666666666669,2018,2023,watch
46,T0045,genome / editing / crispr / gene,17,H1,weak,0.5260416666666666,0.5638052206852522,0.0,0.3306436103204803,0.6272782688204815,0.9958765414906069,0.0,,-1.0,1.0,0.002846633932389512,0.033619025676717096,SI-3 AI and Automated Decision Making in IP administration,,0.018798913704714346,AS-RAPID IP RAPID / IP Rights Overview dashboard,0.3333058823529412,False,0.225,2018,2023,watch
47,T0005,watermark / image / neural / attack,54,H1,strong,0.340625,0.25721874405052236,0.05941099378247096,0.34246737105393865,0.4987718288236423,0.8353905243599147,2.8665557355174016,2018;2019;2020,-1.0,1.0,0.013716193205369875,0.054429354936313394,2.1 Access to and benefits from IP rights ownership,,0.034665640865851714,AS-RAPID IP RAPID / IP Rights Overview dashboard,0.41421176470588233,False,0.19895833333333332,2018,2023,watch
48,T0019,learning / machine / dl / classification,27,H1,strong,0.24479166666666666,0.2681852063969632,0.0,0.3782019588519862,0.4345231241604299,0.8055973952224278,0.0,,-1.0,1.0,0.010727646537131054,0.04418455171116371,4.2 Innovative digital and data-driven customer and staff services,,0.04286672600732612,AS-EXAMINATION Examination workforce and AI/ADM trials,0.29104117647058825,False,0.14375,2019,2024,watch
49,T0032,robot / navigation / mobile / localization,26,H1,weak,0.30833333333333335,0.3893804755486536,0.0,0.2868416066877337,0.543064966121961,0.9322384627094265,0.0,,-1.0,1.0,0.004813950890208561,0.03391171542573164,2.1 Access to and benefits from IP rights ownership,,0.022065811332252088,AS-CONVENING Convening power and international IP standing,0.45404705882352936,False,0.07083333333333333,2018,2023,watch
